Name,Age,Height,Weight,Overall,Potential,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,CB,CDM,CF,CM,LB,LM,LW,LWB,RB,RM,RW,RWB,ST,Clasificación Habilidad
S. Touray,22,175,74,53,62,2,2,59,39,53,55,48,52,40,37,50,62,30,54,34,37,57,56,63,56,50,54,72,53,62,48,52,34,55,47,31,54,44,43,40,53,53,7,12,12,10,14,24.163265306122447,0,0,0,1,0,0,0,0,0,0,0,0,0,Baja
N. Pedersen,20,180,69,53,67,2,2,69,49,47,56,25,44,48,51,39,49,42,56,39,38,42,53,68,69,73,42,62,58,55,45,48,35,32,19,52,49,49,50,23,25,25,12,11,12,10,6,21.29629629629629,0,0,0,0,0,1,0,0,0,0,0,0,0,Baja
S. Al Mousa,19,182,75,53,68,3,2,59,25,43,40,52,59,38,20,51,49,21,33,24,29,49,40,58,59,50,47,66,34,65,51,66,24,51,51,30,43,39,41,53,52,50,11,10,5,14,9,22.6421929718633,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
He Yupeng,22,182,69,53,63,3,2,71,39,48,54,45,56,47,38,46,55,28,53,37,33,46,52,74,68,73,53,50,50,61,58,57,30,49,43,42,43,40,45,45,46,46,10,10,5,15,10,20.830817534114235,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
J. Gaines,19,178,73,53,68,2,2,63,24,44,51,48,56,47,21,43,48,27,51,38,28,41,50,66,61,53,46,68,24,60,58,55,20,54,48,46,42,38,39,45,51,50,6,7,11,9,8,23.04002019946976,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
Lee Ji Yong,23,175,67,53,62,3,2,71,44,46,54,24,47,51,44,36,48,38,56,37,30,47,51,73,70,53,42,76,46,33,49,54,39,29,18,43,43,53,46,22,27,22,8,10,9,13,11,21.877551020408163,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
Liu Sheng,32,185,78,53,53,2,2,54,23,29,32,53,66,27,19,41,29,21,24,30,29,25,34,62,48,34,50,57,35,74,57,79,16,42,47,23,35,32,39,50,64,57,14,14,13,12,10,22.79035792549306,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Y. Minteh,17,180,60,53,70,2,3,67,47,44,57,23,36,42,50,40,47,38,57,45,38,35,57,66,68,68,38,53,46,45,39,34,46,35,24,48,51,45,50,20,21,20,9,8,7,11,8,18.51851851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Aremeyaw,18,190,84,53,69,2,2,60,28,36,40,52,62,28,24,51,44,23,36,30,27,40,38,59,60,55,48,49,40,69,58,69,23,48,47,31,33,39,42,52,56,54,5,14,5,9,14,23.26869806094183,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Q. Bartley,18,177,75,53,65,3,2,65,49,39,51,27,67,28,53,52,44,40,50,35,24,36,48,63,67,58,48,70,52,68,62,73,40,56,26,52,48,52,50,25,24,20,6,7,7,13,9,23.93948099205209,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
D. Edvardsson,20,174,60,53,68,3,2,65,44,51,55,43,64,39,43,43,62,40,51,38,41,53,55,66,64,72,52,77,48,64,74,56,40,73,47,49,46,42,44,34,49,42,14,10,5,8,10,19.817677368212443,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
A. Al Muzayil,22,172,70,53,62,3,2,69,37,45,53,47,52,50,36,40,46,28,51,44,47,48,53,67,70,63,50,70,37,59,56,51,40,47,46,43,38,40,39,45,50,50,7,7,11,8,12,23.661438615467823,0,0,0,0,0,0,0,0,0,0,0,1,0,Baja
D. Nkrumah,18,175,75,53,64,3,2,72,50,40,54,17,56,32,55,46,49,40,52,40,30,32,50,71,73,72,49,74,46,63,50,68,43,32,16,52,42,56,46,11,14,15,15,12,13,12,9,24.489795918367346,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
J. Ciućka,19,182,74,53,71,3,2,60,55,41,57,17,51,28,58,47,46,46,62,50,30,37,50,63,57,59,56,63,58,52,51,58,48,32,18,41,50,60,42,14,11,16,6,14,10,7,5,22.34029706557179,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
V. Byskov,17,180,70,53,75,5,2,67,41,53,57,37,41,40,40,38,62,44,54,43,39,56,55,66,68,74,40,73,47,51,51,34,30,45,27,48,55,50,54,38,40,48,13,14,6,11,12,21.604938271604937,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
P. Buam,21,170,57,53,66,3,2,71,51,48,54,27,41,40,54,35,53,40,52,36,42,48,53,74,69,74,40,69,46,70,41,33,50,53,25,51,53,54,40,20,33,30,14,5,9,7,8,19.723183391003463,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Wang Jingbin,27,185,71,53,54,2,2,74,51,40,53,24,64,33,55,51,45,38,55,37,35,29,46,72,75,72,46,57,51,71,63,78,44,29,11,46,48,64,45,38,11,20,7,6,13,12,12,20.74506939371804,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
E. Aarflot,18,186,75,53,70,2,2,74,53,38,53,19,49,28,55,48,45,45,52,35,30,28,52,72,75,60,40,63,52,62,34,62,50,30,12,54,48,54,48,16,17,15,14,6,14,13,9,21.678806798473808,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
D. Bassi,17,175,70,53,73,2,3,73,46,48,55,44,40,48,47,38,51,40,53,45,40,44,53,75,71,74,42,73,50,63,45,32,44,48,44,48,48,40,49,44,46,46,6,11,9,12,13,22.857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Yeljan Shinar,23,178,75,53,62,3,2,65,25,38,51,50,60,40,22,40,40,22,49,37,23,35,46,64,66,74,44,61,33,43,61,60,20,62,47,42,40,31,49,49,54,55,6,9,5,6,5,23.671253629592226,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
M. Broholm,17,176,69,53,71,3,2,63,47,54,57,51,48,48,46,44,61,40,55,47,44,56,57,62,64,69,43,67,56,66,54,42,44,52,50,46,50,45,53,50,54,55,7,13,5,8,14,22.27530991735537,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
R. Jordan,22,171,65,53,62,3,2,66,47,48,57,32,47,38,48,36,55,41,56,39,38,47,53,68,64,74,46,69,48,53,60,39,45,48,31,52,49,40,47,30,36,28,9,6,7,13,12,22.229061933586404,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Weidel,17,186,80,53,74,2,2,64,53,43,51,24,48,29,55,52,53,40,49,36,35,38,50,63,64,68,47,50,54,62,42,52,49,42,22,54,45,52,49,20,21,21,13,15,12,5,10,23.12406058503873,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
Kim Hun Min,21,173,70,53,61,3,3,62,30,36,54,49,52,46,26,35,35,26,53,41,38,26,48,60,63,77,51,75,32,56,64,44,33,56,49,44,35,32,43,46,55,51,6,11,12,8,11,23.38868655818771,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
L. Cross,19,173,70,53,65,3,2,64,47,54,57,45,52,49,46,46,57,43,54,50,47,55,55,67,61,71,49,80,48,58,54,51,49,52,46,48,54,44,45,42,47,41,14,15,7,11,5,23.38868655818771,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
L. Jaquez,19,188,79,53,72,3,2,59,26,36,41,54,55,31,19,51,48,23,42,24,27,28,32,60,59,48,50,57,41,74,57,57,25,43,54,26,32,40,44,51,60,51,14,15,11,10,12,22.35174287007696,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
S. Golui,24,180,70,53,58,3,2,72,31,35,50,51,70,42,31,48,33,29,46,42,27,31,50,73,72,64,54,57,34,69,84,70,24,55,51,45,35,35,42,54,51,49,13,6,12,14,10,21.604938271604937,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Cai Mingmin,21,176,70,53,67,3,2,67,41,49,55,36,46,45,39,41,54,38,56,39,46,40,53,69,65,77,46,38,42,58,57,44,41,36,43,51,53,44,41,27,36,40,12,11,5,6,11,22.59814049586777,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Murphy,21,182,72,53,65,3,2,63,38,41,47,49,50,45,41,41,42,29,45,44,38,33,45,64,63,53,51,59,37,58,56,49,33,45,51,37,39,40,39,44,54,52,5,13,13,7,14,21.736505252988767,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
L. Walker,24,183,76,53,60,2,2,51,56,39,51,24,51,29,63,55,45,41,51,34,31,31,48,53,50,58,52,63,53,63,55,56,52,31,17,47,50,52,47,25,19,23,13,12,6,5,7,22.69401893158948,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
D. Murgaonkar,23,167,63,53,62,3,2,69,51,47,55,26,47,37,54,50,53,37,52,36,34,50,51,71,67,71,52,86,50,62,49,50,50,35,22,51,48,52,43,11,34,31,10,12,10,11,13,22.58955143605005,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
H. Singh,22,168,60,53,61,3,2,63,27,35,51,50,46,47,27,42,34,22,54,32,26,28,45,67,60,49,51,80,29,68,57,43,23,32,50,47,33,26,34,46,55,55,8,12,10,7,8,21.258503401360542,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
N. Wagner,17,185,75,53,72,3,2,61,23,33,33,54,54,22,19,52,39,21,24,27,28,33,30,60,61,59,48,58,28,70,52,56,26,49,51,24,35,31,38,54,57,56,9,6,14,12,14,21.91380569758948,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Blidar,19,179,67,53,66,2,2,78,37,48,56,37,44,38,32,31,55,33,55,43,36,52,55,80,76,71,40,68,42,59,55,41,44,32,45,40,47,44,42,33,42,27,13,14,6,15,12,20.91070815517618,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
A. Pătlăgică,19,178,70,53,68,2,2,69,29,39,51,47,52,49,29,33,42,21,48,29,28,34,47,65,72,70,51,71,31,51,53,56,24,42,51,44,33,36,34,42,52,53,11,7,11,13,6,22.093170054286077,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
J. Kenneryd,18,195,82,53,70,2,2,64,24,35,42,52,56,28,18,52,45,28,40,30,26,38,45,62,66,40,42,34,38,56,34,72,20,44,48,27,28,31,45,52,54,52,14,5,13,13,12,21.56476002629849,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
S. Passi,27,179,73,53,53,3,2,67,52,37,50,38,50,35,54,49,38,47,53,37,33,33,43,66,68,58,51,58,50,56,33,62,47,39,43,57,43,58,45,36,34,31,8,6,13,9,10,22.783308885490467,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
J. Muir,20,183,75,53,64,3,2,58,27,41,45,50,67,29,22,50,50,18,41,26,24,51,44,56,59,54,50,54,42,67,60,75,26,57,45,28,40,26,49,50,52,51,11,10,9,13,6,22.39541341933172,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
C. Witzig,21,178,69,53,67,2,2,66,42,49,56,49,55,40,33,53,57,38,50,41,38,54,61,68,64,66,51,71,55,63,62,47,48,62,44,54,43,46,49,48,51,53,9,14,10,12,11,21.777553339224845,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
T. Williams,17,191,77,53,73,3,2,58,31,37,44,52,62,35,31,58,38,24,42,39,27,38,44,57,58,59,46,40,36,64,61,69,28,46,50,27,39,30,38,50,52,54,13,10,13,12,8,21.106877552698663,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
I. Parente,22,178,68,53,61,3,2,55,42,55,58,45,43,45,39,40,61,40,58,47,44,60,57,56,55,62,45,76,53,49,35,50,39,35,44,41,53,46,58,41,52,46,14,15,11,7,12,21.461936624163616,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
J. Lutostański,17,175,65,53,73,2,2,66,56,37,49,18,42,29,60,59,40,40,44,34,32,31,48,65,67,58,51,78,49,60,48,40,52,34,15,56,48,70,53,12,13,19,6,14,7,14,11,21.22448979591837,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
V. Göransson,21,175,68,53,62,3,2,69,44,53,51,47,52,52,42,52,58,42,46,41,42,54,55,68,69,50,54,80,46,68,64,44,42,55,52,52,52,46,46,42,46,52,6,11,12,13,8,22.20408163265306,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
R. Al Qahtani,20,172,65,53,67,3,2,71,49,50,54,26,43,47,52,39,54,43,51,46,33,51,56,70,72,61,35,78,51,47,54,43,43,26,17,50,50,52,46,30,22,27,9,5,7,11,10,21.97133585722012,0,0,0,0,0,1,0,0,0,0,0,0,0,Baja
E. Viegbe,18,178,65,53,70,3,2,57,33,47,53,49,49,36,28,46,58,29,52,38,39,52,54,55,58,55,50,67,45,56,48,44,29,61,48,38,41,47,39,46,52,58,7,9,5,12,7,20.515086478979924,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Larsen,18,169,63,53,73,3,2,68,46,55,60,40,49,44,45,47,60,50,56,53,50,56,58,69,68,74,55,86,56,58,51,46,35,53,26,48,56,48,56,37,47,50,10,6,10,13,7,22.058051188683876,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
P. Karuthadathkuni,25,177,70,53,55,3,2,82,41,46,52,26,53,45,41,34,50,41,49,49,35,45,48,81,82,79,52,63,44,55,52,58,36,39,25,44,41,45,46,25,27,24,9,8,9,6,11,22.34351559258195,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
P. Gogoi,23,178,75,53,62,3,2,56,39,50,52,47,63,43,35,46,58,39,49,39,37,55,54,65,49,57,49,68,49,65,64,68,37,51,46,47,45,38,40,47,49,47,12,13,14,10,13,23.671253629592226,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
S. Ottiger,19,182,82,53,65,3,2,61,26,30,46,54,61,36,24,45,25,29,55,29,32,31,29,66,57,52,55,58,22,57,60,67,24,49,49,44,32,42,33,52,61,61,9,7,13,13,10,24.755464315903875,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Liu Guobo,22,189,66,53,62,2,2,70,47,45,50,40,62,34,47,59,53,40,48,45,33,41,47,68,72,67,51,57,52,67,61,63,42,57,39,54,48,51,43,38,35,43,9,13,8,9,8,18.47652641303435,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
M. Baaloudj,21,183,80,53,60,3,2,56,58,38,47,19,42,29,63,63,40,40,45,42,30,31,44,54,57,56,54,61,57,62,57,39,54,27,18,49,51,67,49,12,11,20,6,8,6,10,12,23.888440980620494,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
K. Nassiri,21,174,65,53,62,3,2,63,54,44,57,21,46,37,59,53,50,49,56,37,37,37,53,59,66,71,48,76,49,62,53,47,48,30,19,49,47,55,49,19,17,15,7,12,14,10,13,21.469150482230148,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
Yao Daogang,24,180,65,53,59,2,2,61,25,36,40,56,61,24,21,49,44,25,27,27,20,31,51,64,59,47,48,74,33,74,70,56,22,58,56,21,42,35,44,54,61,56,6,7,10,13,14,20.061728395061728,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
T. Moirangthem,19,170,69,53,63,3,2,60,37,43,50,51,65,31,36,46,50,24,47,34,40,48,49,58,62,62,45,75,42,67,70,62,41,68,50,32,40,34,44,51,53,50,15,6,6,15,11,23.87543252595156,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
J. Slater,17,179,70,53,73,3,2,74,32,45,53,46,52,56,28,42,40,30,56,52,24,49,45,75,73,60,53,70,40,60,52,53,29,47,48,52,43,21,33,42,50,47,10,12,10,14,6,21.84700852033332,0,0,0,0,0,0,0,1,0,0,0,0,0,Baja
S. Camara,19,178,65,53,70,3,2,69,39,51,56,44,49,42,31,43,59,37,54,36,32,55,58,65,73,59,48,71,49,58,53,45,41,52,44,53,52,41,44,41,48,45,5,6,9,7,12,20.515086478979924,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Park Ji won,21,166,63,53,68,3,2,79,57,42,56,23,49,44,56,46,37,64,55,51,42,35,52,76,81,67,39,86,65,47,54,52,55,35,24,47,51,51,46,17,20,25,10,7,10,14,14,22.8625344752504,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
M. Roberts,21,180,74,53,64,2,3,66,45,52,53,34,49,56,44,21,51,37,53,55,58,46,52,68,64,56,42,69,50,31,49,55,46,36,34,45,50,44,49,36,35,33,9,13,12,15,9,22.839506172839503,0,0,0,0,0,1,0,0,0,0,0,0,0,Baja
C. Humphreys,18,178,70,53,68,2,2,64,41,52,56,50,57,51,40,44,56,32,53,37,42,52,56,65,63,64,52,70,45,60,60,55,39,56,50,50,53,42,51,52,50,48,10,11,10,7,8,22.093170054286077,0,0,0,0,0,1,0,0,0,0,0,0,0,Baja
E. Khouri,19,179,73,53,67,3,2,71,42,49,54,46,47,45,41,41,52,36,52,42,43,50,50,69,72,68,49,67,47,55,44,50,41,39,44,48,52,40,50,49,47,44,6,7,5,15,12,22.783308885490467,0,0,0,0,0,1,0,0,0,0,0,0,0,Baja
N. Rupp,18,184,75,53,73,3,2,59,45,55,57,41,48,46,44,41,61,42,52,48,44,62,61,63,55,64,54,61,57,59,36,54,36,43,26,47,53,46,55,41,47,57,7,8,7,9,11,22.152646502835537,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
T. van Assema,20,187,80,53,68,3,2,56,23,33,38,53,54,29,17,50,40,22,31,25,25,35,40,54,58,48,48,54,36,70,35,65,22,48,50,24,28,31,36,52,56,54,7,5,12,10,10,22.877405702193368,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
C. Davies,18,173,70,53,66,2,2,64,45,52,55,40,57,45,42,40,56,46,53,45,42,55,54,65,64,65,48,70,50,55,68,55,46,47,40,50,54,45,48,37,42,40,10,12,15,8,6,23.38868655818771,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
Liang Shaowen,20,187,78,53,70,3,2,71,50,40,48,51,63,26,48,55,41,44,42,42,58,36,50,72,70,71,49,45,59,51,59,73,49,47,52,43,48,56,46,50,51,50,6,9,9,5,12,22.305470559638533,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
B. Adeeko,19,175,70,53,64,4,2,68,42,51,58,46,52,41,41,41,57,41,56,43,42,54,54,65,71,74,54,70,47,66,57,49,39,50,49,44,53,44,55,43,49,40,13,11,7,10,14,22.857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
D. Hafstad,18,185,78,53,70,2,2,65,53,42,51,23,44,36,55,55,48,44,46,36,32,38,50,64,66,68,46,65,52,42,34,51,50,41,20,55,46,52,49,22,18,18,6,6,6,14,10,22.79035792549306,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
N. Toggenburger,18,180,73,53,71,3,2,55,55,37,49,21,49,31,63,60,40,34,47,41,31,30,44,54,55,59,55,66,47,69,50,52,46,33,16,55,43,65,51,16,19,11,7,8,14,7,11,22.530864197530864,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
Kwon Ki Pyo,25,175,71,53,56,3,2,59,51,42,55,27,48,43,54,53,45,40,58,35,26,36,50,58,59,50,51,78,46,66,60,49,45,28,14,62,46,63,47,40,17,14,13,7,14,12,5,23.18367346938776,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
M. Isager,17,181,74,53,73,3,2,60,33,50,53,49,54,45,32,40,56,39,50,36,33,54,55,58,62,61,43,66,36,60,60,48,31,58,52,42,48,22,44,46,54,50,9,13,11,9,13,22.587833094227893,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Ryste,17,177,75,53,75,2,2,74,52,40,52,21,53,31,55,48,48,42,48,40,28,32,50,75,73,72,45,72,53,67,48,65,50,26,18,52,42,48,43,20,17,17,13,6,14,6,11,23.93948099205209,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
K. Fotheringham,19,169,66,53,73,3,2,66,46,51,54,38,44,41,43,45,55,46,52,54,44,54,53,64,67,65,45,68,49,50,52,42,46,39,32,48,55,49,52,36,40,38,13,12,5,9,12,23.1084345786212,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
D. Durivaux,21,178,69,53,60,3,2,66,29,33,47,52,52,39,31,42,30,24,51,31,29,31,35,69,63,59,51,71,22,62,61,46,24,51,48,46,33,41,36,53,56,57,9,5,9,10,13,21.777553339224845,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
J. Carragher,19,192,87,53,65,2,2,57,25,30,37,52,65,21,21,53,38,25,29,29,23,31,39,50,63,48,47,52,36,54,58,75,19,50,51,32,26,38,46,51,54,52,13,14,13,10,6,23.600260416666668,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Circati,18,190,80,53,71,3,2,60,27,34,37,52,62,31,24,47,43,25,29,31,27,27,41,61,59,43,49,54,38,69,59,66,22,53,55,24,30,36,44,50,54,51,11,12,7,5,13,22.1606648199446,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
S. Smith,21,173,75,53,64,3,2,63,45,52,54,46,57,50,43,44,55,38,52,43,37,54,54,62,63,55,48,83,51,55,65,55,46,54,46,48,53,46,41,40,52,50,13,7,9,13,13,25.05930702662969,0,0,0,1,0,0,0,0,0,0,0,0,0,Baja
Xu Dong,31,183,75,53,53,3,2,61,25,33,45,52,61,47,22,38,25,25,48,31,30,29,34,73,52,56,45,60,27,64,70,61,24,51,49,47,36,34,38,44,64,60,13,8,10,12,12,22.39541341933172,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
A. Gauthier,18,176,66,53,71,2,2,63,45,55,57,40,44,42,43,48,62,48,58,55,52,57,53,66,61,60,54,65,48,53,45,41,41,50,35,55,53,51,60,40,39,48,13,15,11,7,12,21.306818181818183,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
G. Samaké,24,168,62,53,58,2,3,67,39,41,55,48,53,46,39,44,44,33,55,37,33,35,53,66,67,63,49,68,40,58,57,51,38,54,45,50,37,38,40,47,52,50,7,13,13,9,8,21.9671201814059,0,0,0,0,0,0,0,1,0,0,0,0,0,Baja
E. Centeno,20,173,67,53,64,3,2,63,35,40,50,47,46,50,40,37,45,23,50,31,28,21,45,60,65,56,52,79,28,60,57,39,27,47,51,49,40,39,40,37,54,54,12,13,12,6,7,22.386314277122523,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
Byun Gyeong Jun,20,183,74,53,68,2,2,74,52,45,53,25,48,49,50,42,45,54,57,49,33,39,48,73,74,56,38,63,63,42,52,54,45,29,26,56,49,48,44,20,23,30,10,7,12,10,11,22.096807907073963,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
J. Gbode,17,180,71,53,67,3,2,78,49,34,49,18,65,29,50,52,39,39,47,35,30,28,45,70,85,61,47,68,56,79,65,79,43,26,18,48,37,49,41,12,14,15,8,7,8,12,5,21.91358024691358,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
H. Al Farhan,24,180,70,53,58,3,2,58,43,50,52,47,62,43,40,45,56,31,49,37,39,51,51,54,62,59,53,68,51,62,73,59,44,58,51,49,52,40,46,43,49,47,14,5,8,8,7,21.604938271604937,0,0,0,1,0,0,0,0,0,0,0,0,0,Baja
C. Finney,18,176,63,53,62,3,2,72,44,52,54,43,44,44,41,43,56,37,51,44,41,55,53,74,70,62,51,68,43,52,53,38,53,47,47,51,55,40,50,44,42,39,14,6,7,12,7,20.33832644628099,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
F. Rahn,17,185,74,53,68,3,2,61,35,40,47,48,52,49,27,36,42,35,43,37,34,28,48,68,55,53,53,60,46,48,55,53,38,46,48,44,39,41,41,45,54,52,6,12,10,13,11,21.62162162162162,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
A. Bačić,18,184,74,53,70,3,2,56,42,51,60,44,50,39,36,47,62,41,62,33,40,57,60,59,53,64,55,60,55,61,34,55,41,54,46,47,44,47,38,38,45,49,9,10,15,14,8,21.85727788279773,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Albayrak,18,186,77,53,67,2,2,53,34,41,46,53,56,32,28,59,49,23,42,29,36,47,49,52,54,55,46,53,51,57,50,58,35,59,49,25,36,38,42,50,55,53,11,7,13,15,11,22.25690831309978,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
F. Giraudo,23,182,85,53,59,3,2,61,28,33,46,54,69,43,31,41,31,22,51,30,29,25,34,61,61,58,49,56,26,57,58,80,22,56,52,42,32,34,36,48,63,61,9,10,6,13,8,25.661152034778407,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
K. Suzuki,24,172,70,53,58,3,2,63,34,40,48,51,52,46,34,33,35,32,49,35,39,37,38,60,65,58,53,70,30,60,64,47,34,49,55,45,44,35,43,51,53,50,6,11,14,9,13,23.661438615467823,0,0,0,0,0,0,0,1,0,0,0,0,0,Baja
G. Kirejczyk,19,197,81,53,68,2,2,49,54,38,44,26,69,33,58,57,41,43,46,37,22,33,47,46,51,33,45,32,58,62,55,82,42,54,22,53,45,55,45,21,24,22,5,8,8,10,8,20.87144734468809,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
J. Tabiner,18,178,66,53,69,4,3,66,50,54,58,45,47,48,50,39,58,48,57,50,45,55,54,68,64,77,50,73,48,59,46,47,54,45,44,46,54,45,53,44,49,45,6,7,5,9,6,20.83070319404116,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
E. Fernandez,20,194,75,53,69,2,2,59,23,28,33,55,62,22,17,48,32,26,28,27,30,22,30,58,60,51,46,46,35,72,64,66,22,47,49,22,30,34,37,53,60,61,14,8,6,13,12,19.927728770326283,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
G. Mortensen,18,175,70,53,70,3,2,69,26,38,53,47,51,47,25,39,40,24,53,28,26,25,48,70,68,67,50,72,25,64,53,47,23,53,51,42,43,36,45,43,48,54,13,14,13,12,6,22.857142857142858,0,0,0,0,0,0,0,1,0,0,0,0,0,Baja
Piao Taoyu,29,177,64,53,53,2,2,71,44,54,57,41,53,49,41,35,61,39,55,48,42,60,58,74,68,61,51,75,49,51,58,54,45,43,39,46,47,42,56,38,47,38,7,9,11,12,14,20.428357113217785,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
W. Richmond,22,178,77,53,60,4,2,70,42,46,55,24,50,56,47,35,51,39,54,34,28,32,52,72,69,74,36,68,41,31,49,59,32,35,19,48,46,30,44,21,27,25,15,10,9,5,10,24.30248705971468,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
A. Jok,21,188,78,53,62,3,2,73,51,42,48,19,55,29,50,54,48,42,45,37,48,45,47,72,74,64,51,52,52,63,54,66,52,25,10,51,42,56,46,19,13,18,9,8,14,7,10,22.068809416025356,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
H. Bunker,19,183,74,53,62,3,2,58,47,51,54,50,59,39,45,47,56,32,52,48,54,55,55,59,57,55,52,64,52,52,61,63,50,46,48,48,51,46,47,50,53,51,12,7,8,9,15,22.096807907073963,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
J. Cotterill,17,183,70,53,68,3,2,59,43,53,52,47,54,46,33,49,60,40,51,50,40,57,50,66,54,56,54,65,63,60,55,52,43,57,44,57,51,38,40,49,48,45,14,13,15,11,6,20.902385858042937,0,0,0,1,0,0,0,0,0,0,0,0,0,Baja
