Name,Age,Height,Weight,Overall,Potential,BestPosition,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,GK,Clasificación Habilidad
J. Hilton,22,195,83,57,68,GK,3,1,57,59,54,64,29,50,11,10,12,18,8,10,13,14,26,18,30,27,36,46,20,41,37,26,70,8,30,13,9,30,18,35,7,12,15,57,59,54,50,64,21.827744904667984,1,Baja
D. Marzino,25,184,80,57,62,GK,2,1,63,52,53,60,47,53,12,16,20,24,18,12,12,21,20,20,46,48,33,54,57,40,57,44,64,17,17,24,13,25,24,43,7,20,21,63,52,53,53,60,23.62948960302457,1,Baja
C. McCabe,25,193,82,57,59,GK,3,1,60,56,55,58,36,56,17,15,16,38,17,12,18,15,42,26,34,38,28,41,38,41,60,40,58,18,39,23,8,52,19,38,21,19,17,60,56,55,56,58,22.014013799028163,1,Baja
J. Imbrechts,20,183,74,57,68,GK,2,1,62,55,56,60,38,50,9,4,13,23,8,8,12,11,15,11,37,40,25,47,44,42,63,17,38,7,17,7,7,28,18,27,6,15,12,62,55,56,50,60,22.096807907073963,1,Baja
Kim Jung Ho,24,185,77,57,65,GK,2,1,58,58,51,59,25,54,15,6,15,13,10,12,12,11,12,12,19,33,22,45,48,38,57,29,52,9,26,7,10,29,16,34,10,12,16,58,58,51,54,59,22.4981738495252,1,Baja
T. Ashby-Hammond,23,190,87,57,66,GK,2,1,57,58,56,59,23,56,12,11,11,17,9,14,13,13,21,17,25,20,33,48,33,42,44,24,31,5,16,12,4,29,17,31,6,14,14,57,58,56,56,59,24.099722991689752,1,Baja
R. Roefs,19,192,80,57,69,GK,3,1,56,54,57,60,18,55,11,5,14,21,9,10,10,14,14,16,17,19,31,51,25,43,36,23,60,5,24,7,6,33,16,31,8,13,13,56,54,57,55,60,21.70138888888889,1,Baja
P. Gill,21,183,70,57,65,GK,1,1,59,56,57,60,29,58,13,7,15,34,9,13,12,12,30,20,29,29,29,40,49,43,70,22,52,10,28,12,7,33,12,28,19,14,13,59,56,57,58,60,20.902385858042937,1,Baja
Jaime Durán,21,196,79,57,67,GK,3,1,59,61,58,58,31,54,20,9,8,30,7,13,20,7,34,11,31,30,33,42,26,44,50,38,59,9,22,11,6,42,17,41,9,12,15,59,61,58,54,58,20.564348188254897,1,Baja
W. Tortolero,19,180,75,57,68,GK,3,1,55,56,58,60,21,55,13,7,11,25,9,8,12,13,27,15,20,22,27,48,45,44,58,24,55,7,26,13,8,26,18,33,7,16,15,55,56,58,55,60,23.148148148148145,1,Baja
Shin Song Hoon,19,180,80,57,74,GK,3,1,53,55,52,60,19,58,13,9,11,17,6,13,12,14,25,14,19,19,24,56,48,39,60,26,58,5,23,7,8,51,14,46,6,12,13,53,55,52,58,60,24.69135802469136,1,Baja
O. Lindell,20,185,75,57,70,GK,3,1,58,55,58,60,33,55,25,20,13,42,18,30,22,16,40,32,32,35,28,45,45,44,66,34,38,19,25,13,9,40,14,42,15,15,12,58,55,58,55,60,21.91380569758948,1,Baja
T. Hendriks,20,186,76,57,70,GK,2,1,57,58,54,55,27,56,12,7,12,19,4,13,11,11,22,14,28,26,32,57,40,41,53,23,50,6,24,7,7,35,14,33,5,10,12,57,58,54,56,55,21.967857555786797,1,Baja
L. Bendel,18,190,81,57,70,GK,3,1,57,54,55,56,41,58,14,10,19,22,8,10,30,28,28,15,41,42,44,57,40,41,60,32,60,12,41,11,8,59,27,56,9,9,11,57,54,55,58,56,22.437673130193907,1,Baja
S. Long,19,183,76,57,73,GK,3,1,61,54,58,57,42,53,14,11,13,24,12,10,10,11,22,14,40,45,49,56,53,44,64,33,51,12,15,12,10,38,16,24,15,11,12,61,54,58,53,57,22.69401893158948,1,Baja
L. Zahaczewski,21,186,90,57,64,GK,3,1,58,56,56,59,29,58,11,6,10,26,8,12,14,14,29,19,30,28,30,46,33,42,51,16,36,5,24,12,8,31,12,38,5,14,12,58,56,56,58,59,26.01456815816857,1,Baja
S. Sargeant,24,188,75,57,60,GK,3,1,59,57,55,58,45,56,13,11,14,24,16,17,16,13,24,17,49,40,32,49,60,41,51,26,33,13,18,18,16,18,19,27,12,15,19,59,57,55,56,58,21.22000905387053,1,Baja
A. Gorcea,20,185,75,57,70,GK,1,1,55,55,49,62,28,53,11,6,12,18,7,10,10,10,28,12,27,30,28,53,49,37,59,17,54,7,20,13,5,38,13,33,9,13,11,55,55,49,53,62,21.91380569758948,1,Baja
S. Beccari,23,188,81,57,63,GK,2,1,59,54,53,57,39,55,14,8,12,20,7,11,10,11,28,19,41,37,41,59,49,40,60,22,55,7,22,10,6,25,14,24,7,12,12,59,54,53,55,57,22.91760977818017,1,Baja
J. Reichert,21,191,86,57,67,GK,2,1,61,57,58,57,29,55,14,6,12,30,3,9,12,11,25,18,29,30,31,48,28,44,52,24,60,7,26,13,8,25,15,38,12,13,11,61,57,58,55,57,23.573915188728375,1,Baja
D. Singh Moirangthem,21,180,70,57,68,GK,2,1,56,55,56,62,31,54,10,7,10,27,10,9,14,12,25,11,30,33,26,47,40,42,50,40,55,6,16,18,5,35,11,35,13,14,14,56,55,56,54,62,21.604938271604937,1,Baja
B. Al Baqi,32,187,89,57,57,GK,2,1,57,53,54,55,45,60,15,14,18,22,13,14,15,12,20,24,47,41,38,54,38,41,55,32,63,20,25,21,18,27,16,48,11,14,16,57,53,54,60,55,25.45111384369012,1,Baja
S. Van Damme,19,191,78,57,71,GK,3,1,65,55,55,60,19,57,13,9,12,17,5,6,10,12,19,13,18,21,25,30,21,41,33,21,57,6,24,11,6,39,12,27,6,13,11,65,55,55,57,60,21.380992845590857,1,Baja
J. Arbio,19,187,82,57,74,GK,1,1,60,54,53,60,24,48,10,9,12,19,6,9,12,12,27,19,29,17,50,61,33,40,47,22,50,6,19,11,5,24,16,28,7,13,12,60,54,53,48,60,23.449340844748203,1,Baja
G. Gajardo,20,180,75,57,65,GK,3,1,55,58,57,55,24,54,13,5,14,23,6,12,12,10,28,17,30,16,28,61,48,43,57,24,44,5,20,14,8,31,16,34,5,11,14,55,58,57,54,55,23.148148148148145,1,Baja
J. Yılmaz,17,193,75,57,74,GK,3,1,62,54,46,59,26,53,10,6,12,22,5,10,12,13,21,13,27,24,24,50,24,35,33,21,61,6,20,13,6,25,17,22,7,10,11,62,54,46,53,59,20.13476871862332,1,Baja
T. Gillier,18,186,73,57,74,GK,3,1,59,54,56,57,21,54,12,6,12,20,9,7,11,10,22,12,16,28,33,52,32,42,40,22,41,5,18,9,7,27,12,29,7,11,12,59,54,56,54,57,21.10070528384784,1,Baja
L. Marson,24,194,92,57,63,GK,2,1,57,60,58,60,20,56,15,8,11,29,8,12,12,11,27,21,21,18,30,41,30,44,35,27,67,6,29,7,7,46,16,48,15,15,15,57,60,58,56,60,24.44468062493357,1,Baja
Unai Ruiz,22,183,80,57,67,GK,3,1,54,57,55,59,20,55,11,6,11,39,9,13,14,10,20,15,16,26,46,50,28,41,37,23,56,6,25,14,6,31,10,21,5,12,13,54,57,55,55,59,23.888440980620494,1,Baja
M. Al Mahasna,25,178,70,57,63,GK,3,1,58,56,53,55,45,57,14,5,13,29,6,9,13,12,22,12,44,46,43,49,50,40,59,29,55,9,33,8,7,46,14,35,7,10,8,58,56,53,57,55,22.093170054286077,1,Baja
M. Neutgens,18,188,75,57,70,GK,3,1,59,54,55,63,25,55,10,9,10,22,7,10,11,10,29,20,23,27,39,39,32,41,48,21,50,7,26,12,8,30,19,39,9,13,11,59,54,55,55,63,21.22000905387053,1,Baja
Liu Weiguo,30,197,90,57,57,GK,3,1,58,50,60,59,49,58,11,16,15,23,13,17,19,14,27,21,53,44,47,53,48,45,55,37,67,12,16,20,14,35,20,28,18,19,15,58,50,60,58,59,23.19049704965343,1,Baja
D. Skubl,20,188,80,57,68,GK,3,1,61,56,52,60,17,51,14,9,12,25,8,8,14,10,17,22,18,16,29,52,26,39,37,27,49,8,16,13,4,27,18,28,7,10,12,61,56,52,51,60,22.634676324128566,1,Baja
M. Al Haidari,26,188,76,57,60,GK,3,1,58,55,55,55,31,58,15,16,15,17,18,15,11,12,16,14,30,32,24,50,39,41,41,25,59,18,21,15,16,32,16,43,30,11,12,58,55,55,58,55,21.50294250792214,1,Baja
E. Ogura,20,182,75,57,71,GK,3,1,60,55,61,59,64,55,11,8,11,42,6,20,12,13,44,34,65,63,63,44,45,46,70,19,48,6,26,9,8,42,16,40,9,13,14,60,55,61,55,59,22.6421929718633,1,Baja
T. Ryan,25,181,74,57,62,GK,2,1,59,56,54,58,45,55,12,20,17,32,20,15,12,16,31,25,42,49,33,49,54,41,59,37,57,13,21,26,14,46,29,31,14,14,14,59,56,54,55,58,22.587833094227893,1,Baja
B. Minnema,20,192,80,56,67,GK,1,1,58,55,55,61,19,52,14,6,10,17,8,13,10,14,15,12,18,21,28,47,22,41,33,23,61,6,21,6,4,26,17,33,7,14,11,58,55,55,52,61,21.70138888888889,1,Baja
N. Raveyre,17,182,75,56,75,GK,3,1,54,52,59,60,20,56,11,7,13,24,10,10,11,14,20,15,22,18,19,45,53,44,56,20,49,6,22,9,7,38,17,28,7,13,11,54,52,59,56,60,22.6421929718633,1,Baja
G. Grotta,17,196,76,56,75,GK,2,1,58,54,57,59,25,49,12,6,10,22,8,6,12,13,18,17,20,32,33,56,29,43,31,17,57,8,22,7,4,31,18,22,6,14,12,58,54,57,49,59,19.78342357351104,1,Baja
J. Echave,21,180,75,56,62,GK,2,1,56,54,54,56,24,52,21,16,19,41,5,12,10,14,34,24,26,21,29,60,49,41,61,26,46,12,20,21,7,45,10,34,17,17,23,56,54,54,52,56,23.148148148148145,1,Baja
M. Dudek,19,186,78,56,70,GK,2,1,55,57,60,58,20,57,10,7,11,28,9,9,13,11,26,19,19,21,24,39,44,45,62,24,52,5,25,12,8,34,13,23,8,14,13,55,57,60,57,58,22.54595907041276,1,Baja
M. Wolfs,20,190,75,56,66,GK,2,1,55,50,51,62,25,56,11,7,11,16,7,13,14,13,29,13,20,32,32,52,28,38,31,26,44,5,23,9,7,31,11,36,8,11,11,55,50,51,56,62,20.775623268698062,1,Baja
A. Benediktsson,19,196,89,56,70,GK,3,1,56,53,52,59,37,55,10,8,12,21,9,12,12,12,18,14,36,38,43,48,29,39,34,19,51,8,23,10,8,36,15,33,10,13,11,56,53,52,55,59,23.167430237401085,1,Baja
J. Lindgren,24,184,80,56,62,GK,2,1,62,56,54,54,26,52,16,10,14,25,8,12,13,14,20,21,26,25,30,51,42,41,64,38,40,13,28,15,8,38,23,35,15,15,13,62,56,54,52,54,23.62948960302457,1,Baja
J. Ojrzyński,19,196,84,56,73,GK,2,1,56,56,57,60,25,58,11,11,13,28,8,13,12,14,26,12,29,18,26,35,27,43,39,29,49,6,30,9,8,40,15,33,8,17,17,56,56,57,58,60,21.86588921282799,1,Baja
N. Hayes,23,195,84,56,61,GK,3,1,54,56,57,56,22,54,12,6,13,21,9,8,10,13,15,11,19,27,51,57,42,43,68,18,33,6,23,8,6,45,13,52,7,13,11,54,56,57,54,56,22.09072978303748,1,Baja
Han Feng,38,188,80,56,56,GK,2,1,57,54,58,54,51,55,13,14,20,44,17,24,19,14,43,13,50,52,57,54,61,44,66,36,64,15,34,12,13,54,15,65,28,23,18,57,54,58,55,54,22.634676324128566,1,Baja
M. Koné,20,186,78,56,68,GK,3,1,56,53,54,58,21,54,13,7,14,21,5,14,10,12,17,13,17,28,22,55,21,41,33,17,60,6,17,13,7,22,11,30,5,11,14,56,53,54,54,58,22.54595907041276,1,Baja
W. Jakobsson,20,189,85,56,66,GK,3,1,56,58,59,57,24,59,13,5,12,20,5,12,11,11,19,11,27,20,27,38,37,44,54,27,57,5,24,7,4,34,12,30,9,14,10,56,58,59,59,57,23.79552644102909,1,Baja
D. Aranda,20,186,85,56,72,GK,1,1,57,55,54,56,24,53,14,9,14,26,8,13,13,12,28,16,21,28,35,49,42,41,65,25,42,10,25,8,6,39,12,39,6,14,13,57,55,54,53,56,24.56931437160365,1,Baja
G. Theocharis,19,189,95,56,69,GK,3,1,61,57,49,60,24,50,12,9,13,29,6,14,11,11,24,11,24,23,32,46,32,37,50,17,71,6,21,9,9,37,14,24,10,15,12,61,57,49,50,60,26.595000139973685,1,Baja
M. Delavallée,18,185,75,56,71,GK,2,1,57,53,62,54,46,55,13,6,16,35,8,20,18,10,42,15,47,44,51,51,44,47,62,20,52,8,30,19,7,39,17,40,16,12,15,57,53,62,55,54,21.91380569758948,1,Baja
R. Falchou,17,180,65,56,76,GK,3,1,58,52,57,60,40,54,12,7,14,15,5,7,13,12,19,19,41,38,49,47,50,43,67,28,56,9,26,14,6,30,14,39,5,14,14,58,52,57,54,60,20.061728395061728,1,Baja
A. Singh,24,181,69,56,62,GK,2,1,57,54,53,63,42,53,12,7,13,25,5,12,11,11,20,12,40,45,23,47,47,40,69,25,33,13,18,9,5,27,14,20,8,13,13,57,54,53,53,63,21.06162815542871,1,Baja
J. Burta,22,195,86,56,65,GK,3,1,58,54,54,57,26,56,13,8,10,16,5,6,10,14,16,13,22,31,38,46,22,41,32,22,72,9,28,10,6,41,18,22,5,13,13,58,54,54,56,57,22.616699539776462,1,Baja
T. De Percin,21,185,81,56,67,GK,3,1,61,55,56,58,22,55,11,9,13,29,6,11,10,14,22,16,25,18,39,35,44,42,56,27,63,6,16,11,4,30,17,39,5,11,14,61,55,56,55,58,23.66691015339664,1,Baja
M. Köbbing,25,196,94,56,60,GK,3,1,61,57,52,56,32,51,10,8,11,28,8,12,11,9,27,17,28,38,29,49,22,39,58,25,60,10,34,12,5,44,15,37,11,14,15,61,57,52,51,56,24.46897126197418,1,Baja
H. Sulte,20,201,88,56,70,GK,2,1,59,57,56,59,22,47,13,6,12,26,8,11,11,13,17,15,26,16,24,48,29,42,37,18,72,5,19,7,6,33,17,25,5,14,13,59,57,56,47,59,21.7816390683399,1,Baja
Zhang Yan,25,184,78,56,60,GK,2,1,59,53,52,58,32,54,13,16,14,27,17,19,12,13,19,17,27,40,37,48,54,39,57,35,53,19,24,12,16,38,18,36,21,12,11,59,53,52,54,58,23.03875236294896,1,Baja
M. Al Moqahwi,26,179,70,56,59,GK,3,1,57,53,53,58,39,54,11,7,13,19,7,12,11,13,23,14,38,40,32,54,50,40,61,27,50,8,15,12,7,48,17,35,9,10,11,57,53,53,54,58,21.84700852033332,1,Baja
J. Kindberg,28,184,80,56,59,GK,1,1,53,55,61,60,27,56,14,5,13,29,7,14,12,10,37,10,30,23,23,46,46,46,64,28,51,9,24,10,8,38,11,41,9,11,10,53,55,61,56,60,23.62948960302457,1,Baja
A. Sandach,18,190,77,56,68,GK,2,1,57,61,56,57,22,55,12,6,14,20,5,7,14,13,15,17,18,27,37,37,27,42,30,23,61,5,23,7,6,28,18,39,5,14,14,57,61,56,55,57,21.32963988919668,1,Baja
S. Brynn,21,184,80,56,67,GK,2,1,54,58,58,57,31,55,14,9,14,16,6,8,11,14,18,14,33,29,31,45,44,44,64,24,40,9,22,6,8,26,15,28,10,14,12,54,58,58,55,57,23.62948960302457,1,Baja
L. Jendal,23,193,85,56,63,GK,3,1,56,55,56,56,29,55,13,5,14,23,5,9,14,13,24,18,27,31,37,47,25,42,31,23,56,8,18,14,8,24,11,24,7,13,13,56,55,56,55,56,22.819404547773097,1,Baja
L. Bergström,19,200,84,56,73,GK,2,1,57,56,58,57,23,54,11,9,14,27,7,8,12,11,28,14,17,33,35,44,29,44,39,24,65,6,24,9,7,29,17,31,6,12,11,57,56,58,54,57,21.0,1,Baja
Chen Wei,24,188,80,56,61,GK,1,1,57,52,51,58,29,52,14,5,13,18,9,12,12,10,29,12,26,34,32,57,33,38,54,28,61,7,18,11,6,52,10,26,21,13,12,57,52,51,52,58,22.634676324128566,1,Baja
D. Majumder,34,175,71,56,56,GK,2,1,54,51,47,60,40,56,10,7,9,21,9,7,13,12,22,10,37,44,23,53,41,35,48,28,41,6,30,14,8,33,14,32,11,14,14,54,51,47,56,60,23.18367346938776,1,Baja
H. Cartwright,20,191,82,56,69,GK,3,1,56,58,53,58,25,52,10,5,10,26,9,13,12,11,20,18,20,33,34,48,38,40,44,19,50,9,21,10,4,22,13,31,6,10,10,56,58,53,52,58,22.47745401715962,1,Baja
J. McCracken,22,185,77,56,66,GK,2,1,58,58,57,60,35,56,11,7,13,22,9,7,10,14,25,11,39,30,44,35,49,43,69,23,45,5,28,10,6,36,19,40,9,12,14,58,58,57,56,60,22.4981738495252,1,Baja
S. Ostrzinski,18,198,93,56,75,GK,3,1,60,54,56,55,29,52,9,6,11,24,8,10,12,10,21,11,26,34,24,49,25,42,49,29,68,6,22,11,7,29,15,31,9,9,13,60,54,56,52,55,23.72206917661463,1,Baja
M. Jawhar,27,178,64,56,58,GK,3,1,55,58,52,56,44,55,17,18,16,21,14,17,19,20,22,19,47,40,37,53,47,39,55,30,63,12,21,18,17,14,22,28,13,11,16,55,58,52,55,56,20.199469763918696,1,Baja
Bao Yaxiong,25,192,81,56,60,GK,1,1,59,52,55,56,20,51,11,7,8,22,9,9,7,8,23,12,17,25,38,56,29,41,50,25,57,11,20,10,5,36,15,34,18,11,14,59,52,55,51,56,21.97265625,1,Baja
P. Schulte,21,193,79,56,67,GK,2,1,54,54,53,54,16,59,14,5,13,27,6,10,12,14,28,14,15,18,29,50,27,40,36,19,63,6,22,6,5,24,16,36,5,11,10,54,54,53,59,54,21.20862305028323,1,Baja
J. Bauer,22,190,84,56,62,GK,3,1,58,56,51,59,27,53,14,8,13,22,7,7,14,12,20,17,32,19,21,42,28,38,34,24,57,7,16,6,8,32,12,30,9,10,11,58,56,51,53,59,23.26869806094183,1,Baja
J. Ægidius,20,185,71,56,70,GK,2,1,58,55,54,58,27,54,15,7,10,23,8,10,15,14,19,12,25,29,32,43,40,41,55,18,40,7,28,8,8,26,12,34,10,13,15,58,55,54,54,58,20.74506939371804,1,Baja
S. Liu,18,190,78,56,71,GK,2,1,58,55,52,57,24,55,12,5,14,24,9,6,10,11,27,13,30,15,21,44,29,39,30,19,57,7,23,10,4,41,19,39,8,13,11,58,55,52,55,57,21.606648199445985,1,Baja
L. Zbinden,19,187,83,56,72,GK,3,1,60,56,60,58,21,56,12,5,12,29,9,13,14,10,22,17,18,25,21,37,32,45,51,17,59,7,25,12,8,33,18,28,8,12,14,60,56,60,56,58,23.735308416025617,1,Baja
G. Quilichini,19,185,79,56,67,GK,2,1,54,52,58,63,25,59,11,6,10,26,7,7,11,13,25,12,29,20,23,39,43,44,40,25,30,8,16,13,4,24,12,28,5,10,10,54,52,58,59,63,23.08254200146092,1,Baja
L. Schulz,19,198,84,56,71,GK,3,1,57,60,57,56,20,54,14,8,14,20,7,11,12,9,20,18,21,18,22,38,24,43,33,15,63,7,18,12,5,39,11,29,8,11,12,57,60,57,54,56,21.4263850627487,1,Baja
N. van Haveren,18,190,80,56,73,GK,3,1,58,56,53,53,29,57,12,9,10,16,5,7,12,13,15,11,27,32,27,52,29,40,36,28,61,6,18,10,8,37,16,24,8,12,10,58,56,53,57,53,22.1606648199446,1,Baja
A. Przybek,22,188,78,56,65,GK,3,1,58,57,55,55,29,55,15,11,14,30,9,9,13,15,21,11,31,27,39,49,53,41,56,17,58,17,39,18,7,22,21,36,14,19,15,58,57,55,55,55,22.068809416025356,1,Baja
J. Louchet,26,190,73,56,60,GK,2,1,53,49,62,60,21,58,10,9,13,17,7,9,10,10,42,21,15,29,32,48,29,47,33,20,42,6,17,11,4,27,15,37,14,11,11,53,49,62,58,60,20.221606648199447,1,Baja
M. Weiß,18,194,83,56,76,GK,2,1,60,57,58,64,26,48,10,6,11,30,8,5,11,14,29,13,27,25,29,39,40,44,51,16,62,6,17,11,4,34,13,31,9,13,10,60,57,58,48,64,22.053353172494425,1,Baja
N. Hahne,18,190,83,56,72,GK,3,1,56,56,52,60,30,52,10,5,12,18,9,10,12,10,23,16,30,30,22,53,27,39,40,22,56,8,24,8,7,24,12,34,12,12,11,56,56,52,52,60,22.99168975069252,1,Baja
G. Saro,22,190,86,56,64,GK,3,1,56,62,59,58,21,51,11,6,13,26,6,8,13,11,15,12,18,26,22,44,22,44,36,27,58,7,28,7,6,22,18,26,6,10,13,56,62,59,51,58,23.822714681440445,1,Baja
Y. Maronne,20,183,75,56,65,GK,2,1,52,60,53,57,29,58,13,10,11,28,9,12,11,10,25,15,25,36,30,45,39,40,50,16,45,7,25,11,7,40,14,30,12,15,12,52,60,53,58,57,22.39541341933172,1,Baja
M. Andersen,21,185,75,56,69,GK,3,1,56,54,56,56,20,54,13,9,11,25,8,8,11,11,16,13,20,19,39,50,41,42,50,25,45,5,16,10,7,32,10,31,5,12,13,56,54,56,54,56,21.91380569758948,1,Baja
P. Cherrie,38,188,76,56,56,GK,2,1,56,56,55,54,22,52,14,13,17,15,14,15,18,13,16,15,23,21,37,55,52,41,54,26,57,17,38,16,14,45,16,46,16,15,16,56,56,55,52,54,21.50294250792214,1,Baja
W. Mannion,24,186,74,56,63,GK,2,1,56,54,53,56,37,56,13,13,12,21,13,14,13,11,22,19,36,39,32,52,54,40,52,18,44,11,17,14,9,22,22,30,10,11,11,56,54,53,56,56,21.389756041160823,1,Baja
N. Suman,22,197,87,56,58,GK,3,1,57,57,54,54,21,55,11,7,12,28,8,10,11,12,21,10,23,19,31,48,29,41,33,29,37,7,24,13,7,32,15,34,12,10,11,57,57,54,55,54,22.41748048133165,1,Baja
G. Molin,19,199,87,56,70,GK,2,1,55,54,52,59,23,53,21,7,15,31,11,15,16,15,25,14,22,25,36,50,30,39,41,27,76,9,30,14,9,31,22,33,10,12,16,55,54,52,53,59,21.969142193378957,1,Baja
F. Stople,20,186,75,56,70,GK,2,1,57,57,55,59,28,55,12,5,12,16,7,9,14,11,16,19,24,33,38,39,21,41,37,25,60,9,25,10,7,25,15,21,11,13,11,57,57,55,55,59,21.678806798473808,1,Baja
A. Păun,21,181,75,56,69,GK,2,1,58,52,56,58,28,56,14,19,12,28,16,11,13,11,30,18,32,22,28,44,44,42,57,25,53,17,25,15,17,43,16,36,16,13,11,58,52,56,56,58,22.89307408198773,1,Baja
A. Stankovic,27,187,83,56,59,GK,3,1,57,56,53,58,45,54,15,14,14,33,15,14,17,17,35,19,44,47,38,50,40,40,45,28,68,17,16,13,8,20,20,26,15,15,15,57,56,53,54,58,23.735308416025617,1,Baja
A. Pavlesic,19,189,87,56,71,GK,2,1,56,57,53,59,30,58,13,7,14,26,5,14,13,10,16,10,30,29,30,38,36,40,46,18,42,6,17,7,5,22,15,23,7,12,11,56,57,53,58,59,24.35542118081801,1,Baja
M. Nelson,27,194,85,56,59,GK,3,1,55,57,56,57,26,56,11,5,10,26,8,14,14,13,29,16,33,16,34,45,28,42,38,21,56,6,16,8,6,25,14,32,18,13,10,55,57,56,56,57,22.58475927303645,1,Baja
C. Mizell,30,185,85,56,57,GK,2,1,56,51,60,58,21,54,20,12,16,31,17,16,20,18,38,15,19,24,30,56,54,45,50,27,51,11,29,10,10,41,25,38,11,18,19,56,51,60,54,58,24.83564645726808,1,Baja
A. Schulz,19,190,80,56,72,GK,3,1,51,54,55,62,26,52,11,7,14,21,5,13,11,11,28,16,26,25,28,53,25,41,33,27,64,7,20,14,12,33,12,31,12,12,11,51,54,55,52,62,22.1606648199446,1,Baja
T. McGill,22,185,80,55,67,GK,2,1,56,54,59,57,19,53,14,5,10,16,8,12,13,10,21,19,20,17,29,43,49,44,57,23,46,9,27,13,7,30,10,34,10,12,12,56,54,59,53,57,23.37472607742878,1,Baja
L. Pöhls,25,186,80,55,59,GK,2,1,56,57,56,56,34,52,11,7,14,33,9,7,13,13,25,14,32,36,45,41,48,42,54,24,60,7,25,8,9,33,15,23,6,14,10,56,57,56,52,56,23.12406058503873,1,Baja
A. Taşdan,19,192,76,55,70,GK,2,1,56,59,52,58,23,50,13,9,11,29,8,12,12,14,19,18,19,28,22,45,23,39,30,24,63,6,23,12,7,33,18,30,8,13,14,56,59,52,50,58,20.616319444444446,1,Baja
M. Sutton,22,188,78,55,65,GK,2,1,57,53,53,56,22,52,14,7,12,18,8,9,12,13,15,16,27,15,22,52,42,40,59,32,32,9,19,8,5,31,18,42,6,14,12,57,53,53,52,56,22.068809416025356,1,Baja
D. Remie,19,181,76,55,71,GK,3,1,50,52,68,54,32,63,13,8,10,21,9,14,12,11,18,13,38,24,32,41,32,51,58,17,52,6,19,14,6,38,14,37,9,12,13,50,52,68,63,54,23.198315069747565,1,Baja
P. Schermer,18,186,76,55,72,GK,2,1,58,52,54,57,24,51,11,5,14,25,9,8,11,12,27,15,25,22,24,48,42,41,59,18,53,7,22,9,6,30,12,31,7,12,11,58,52,54,51,57,21.967857555786797,1,Baja
J. Walsh,20,185,78,55,72,GK,5,1,58,55,61,59,58,51,15,9,12,36,11,17,12,14,32,27,53,65,64,41,49,46,71,40,53,8,21,14,9,38,7,50,15,15,12,58,55,61,51,59,22.79035792549306,1,Baja
S. Mellack,21,198,99,55,65,GK,3,1,57,51,54,58,32,50,13,9,15,21,7,12,11,11,20,18,30,36,28,51,24,41,34,22,73,8,25,13,11,34,19,38,12,12,12,57,51,54,50,58,25.252525252525253,1,Baja
B. Klebaniuk,20,191,79,55,70,GK,1,1,53,51,55,55,33,56,14,5,14,29,8,12,14,11,20,13,33,32,36,52,28,41,41,15,55,8,26,14,4,37,10,22,5,12,13,53,51,55,56,55,21.655108138483047,1,Baja
M. Al Baqawi,24,180,73,55,62,GK,2,1,57,54,52,58,32,51,12,6,14,35,8,9,12,13,27,20,33,30,37,46,42,39,64,23,54,6,27,9,5,39,11,35,15,14,12,57,54,52,51,58,22.530864197530864,1,Baja
N. Törnqvist,20,195,82,55,70,GK,2,1,56,54,60,55,46,56,11,7,13,26,9,10,11,11,28,16,49,42,42,46,26,45,32,34,62,5,33,8,7,29,10,32,7,11,10,56,54,60,56,55,21.56476002629849,1,Baja
P. Moser,19,191,84,55,69,GK,3,1,58,52,58,59,30,50,14,7,12,30,6,8,15,11,27,17,34,23,39,43,25,44,31,25,70,8,22,10,8,29,11,35,9,11,15,58,52,58,50,59,23.025684602944,1,Baja
P. Grave,21,193,93,55,69,GK,2,1,55,56,50,61,22,55,12,7,10,19,8,5,12,11,19,16,18,28,27,38,24,38,31,19,73,9,28,10,5,30,10,37,12,11,14,55,56,50,55,61,24.967113211092915,1,Baja
V. Sinisalo,20,196,76,55,72,GK,2,1,57,54,57,60,24,51,14,8,12,17,9,11,14,13,17,18,26,20,38,45,24,43,37,26,57,7,20,10,4,29,14,30,5,13,11,57,54,57,51,60,19.78342357351104,1,Baja
J. Bevan,19,193,85,55,64,GK,2,1,54,53,52,58,23,52,11,8,13,17,6,7,13,13,23,16,26,19,34,51,46,39,63,27,50,7,27,11,7,30,16,34,5,10,14,54,53,52,52,58,22.819404547773097,1,Baja
L. Beckemeyer,22,182,75,55,64,GK,3,1,59,57,51,58,34,51,6,7,9,21,9,6,10,7,20,11,34,34,37,39,30,38,70,29,63,8,22,10,6,24,8,29,6,10,11,59,57,51,51,58,22.6421929718633,1,Baja
N. Broome,20,188,86,55,66,GK,3,1,53,58,54,57,36,53,10,6,9,25,8,9,11,11,20,19,35,38,42,48,44,41,60,32,48,7,32,8,7,40,14,26,10,11,10,53,58,54,53,57,24.332277048438208,1,Baja
